TIME_T,Plasticity,ผังสี,Zoning
31/12/1899 15:39:26,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:44:25,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 15:57:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:01:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:08:16,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:42:02,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:32:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:43:17,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 16:57:51,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:57:52,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:57:53,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:57:56,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:58:05,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:59:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:00:12,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:03:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:03:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:04:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:06:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:10:20,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:17:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:18:16,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:21:33,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:25:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:30:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:34:30,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:27:17,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:28:05,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:31:36,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:35:37,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:36:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:35:08,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:39:24,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:39:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:42:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:44:09,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:47:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:52:09,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:00:30,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:01:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:04:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:05:27,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:09:06,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:09:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:11:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:12:51,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:23:27,30-50,พื้นที่ทหาร,A
31/12/1899 18:24:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:47:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:49:35,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:50:26,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:50:46,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:51:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:52:36,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:54:01,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:54:24,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:54:55,30-50,สถานที่ราชการ,A
31/12/1899 20:55:16,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:56:08,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:56:34,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:56:44,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:57:04,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:57:12,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:57:27,30-50,พื้นที่ปิดกั้นไม่สามารถพัฒนาได้,A
31/12/1899 20:58:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:04:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:06:23,30-50,สถานที่ราชการ,A
31/12/1899 21:06:36,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:07:11,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:47:40,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 18:54:09,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:57:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:57:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:57:50,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:02:52,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:02:56,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:06:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:07:13,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:11:19,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:21:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:25:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:30:57,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:32:23,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:32:59,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:33:25,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:33:29,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:34:37,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:35:49,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:36:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:36:07,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:40:04,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:46:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:54:40,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:56:21,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:02:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:06:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:13:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:16:55,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:17:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:18:22,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:20:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:22:43,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:24:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:24:33,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:24:33,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:27:09,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:28:31,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:30:23,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:30:53,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:31:48,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:32:24,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:33:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:33:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:34:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:35:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:36:23,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:36:26,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:39:04,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 20:40:02,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:42:16,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:42:44,30-50,สถานที่ราชการ,A
31/12/1899 20:43:01,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:44:32,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:46:35,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:47:37,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:47:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:47:52,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:53:44,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:55:37,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:56:25,30-50,พื้นที่ทหาร,A
31/12/1899 22:56:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:56:48,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:56:50,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:58:27,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:58:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:08:30,30-50,สถานที่ราชการ,A
31/12/1899 21:09:20,30-50,พื้นที่ปิดกั้นไม่สามารถพัฒนาได้,A
31/12/1899 21:10:42,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:11:42,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:15:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:23:03,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:23:22,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:26:55,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:28:33,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:28:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:28:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:29:55,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:33:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:34:45,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:36:05,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:36:09,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:37:14,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 21:38:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:39:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:39:43,30-50,สถานที่ราชการ,A
31/12/1899 21:40:21,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:41:36,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:50:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:06:31,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:07:43,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:15:16,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:24:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:27:07,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:28:24,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:29:48,30-50,สถานที่ราชการ,A
31/12/1899 22:30:52,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:30:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:31:16,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:31:59,30-50,สถานที่ราชการ,A
31/12/1899 22:32:09,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:32:36,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:32:43,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:32:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:33:31,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:33:43,30-50,สถานที่ราชการ,A
31/12/1899 22:33:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:34:57,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:35:46,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:38:18,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:38:23,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:39:53,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:39:56,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:39:59,30-50,,A
31/12/1899 22:41:54,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:45:12,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:01:40,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:53:16,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:28:00,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:47:15,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:00:17,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:00:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:52:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:52:17,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:52:36,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:53:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:54:06,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:55:06,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:55:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:56:24,30-50,พื้นที่ทหาร,A
31/12/1899 23:56:29,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:57:14,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:59:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:02:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:02:21,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:02:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:03:09,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:05:33,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:06:48,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:07:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:08:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:09:17,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:09:35,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:09:50,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:10:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:12:13,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:13:02,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:13:51,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:14:18,30-50,สถานที่ราชการ,A
31/12/1899 23:14:53,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:14:56,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:18:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:19:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:19:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:19:33,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:20:13,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:20:18,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:21:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:22:20,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:22:22,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:22:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:23:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:23:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:23:31,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:25:37,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:25:53,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:26:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:27:10,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:27:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:27:29,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:27:51,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:28:16,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:28:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:29:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:30:10,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:30:10,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:30:14,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:30:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:31:17,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:31:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:31:59,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:32:34,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:33:02,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:33:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:33:29,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:35:39,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:36:27,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:37:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:38:02,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:38:32,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:41:36,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:41:48,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:42:30,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:43:21,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:43:31,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:44:59,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 23:46:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:46:20,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:36:22,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:40:16,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:18:06,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:57:45,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:35:55,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:14:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:11:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:28:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:27:55,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:56:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:37:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:00:22,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:40:24,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:59:20,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:51:27,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:18:43,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:43:10,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:15:15,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:17:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:12:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:47:20,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:03:51,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:55:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:26:02,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:44:52,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:04:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:58:08,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:54:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:21:05,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:23:18,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:37:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:48:12,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:03:58,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:17:04,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:20:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:31:11,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:45:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:38:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:41:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:47:43,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:54:44,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:02:36,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:08:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
